event_id,doc_id,sent_id,event_type,trigger_word,agent,agent_key,patient,patient_key,location,time_expr,time_value,time_granularity,time_method,time_confidence,sort_key,dct,negated,confidence,sentence
wn-0055:0:14,wn-0055,0,discovery,discovered,,,A new Earth-like planet,,,,2005-06-14,day,dct_fallback,0.25,2005-06-14,2005-06-14,False,0.6,"A new Earth-like planet, called Gliese 876 d, has been discovered orbiting a star called Gliese 876 about 15 light years from Earth."
wn-0055:1:36,wn-0055,1,discovery,discovered,,,the first rocky planet,,,,2005-06-14,day,dct_fallback,0.25,2005-06-14,2005-06-14,False,0.6,"It is the first rocky planet to be discovered orbiting a star, although three other rocky planets have in the past been discovered in orbit around a pulsar."
wn-0055:1:51,wn-0055,1,discovery,discovered,,,three other rocky planets,,,,2005-06-14,day,dct_fallback,0.25,2005-06-14,2005-06-14,False,0.6,"It is the first rocky planet to be discovered orbiting a star, although three other rocky planets have in the past been discovered in orbit around a pulsar."
wn-0055:3:84,wn-0055,3,discovery,detected,the smallest extrasolar planet,,,,,,2005-06-14,day,dct_fallback,0.25,2005-06-14,2005-06-14,False,0.55,"""This is the smallest extrasolar planet yet detected and the first of a new class of rocky terrestrial planets,"" said Paul Butler of the Carnegie Institution, one of the teams that discovered the new planet."
wn-0055:3:111,wn-0055,3,discovery,discovered,that,,the new planet,,,,2005-06-14,day,dct_fallback,0.25,2005-06-14,2005-06-14,False,0.6,"""This is the smallest extrasolar planet yet detected and the first of a new class of rocky terrestrial planets,"" said Paul Butler of the Carnegie Institution, one of the teams that discovered the new planet."
wn-0055:5:129,wn-0055,5,discovery,discovered,,,The newly discovered world,,,,2005-06-14,day,dct_fallback,0.25,2005-06-14,2005-06-14,False,0.6,The newly discovered world has about 7½ times the mass of Earth.
wn-0055:7:209,wn-0055,7,discovery,found,,,those,,Earth,,2005-06-14,day,dct_fallback,0.25,2005-06-14,2005-06-14,False,0.6,"The temperature on the surface is estimated between 400 to 750 degrees Fahrenheit (200 to 400 degrees Celsius), and is too hot for life forms that are similar to those found on Earth."
wn-0055:12:325,wn-0055,12,discovery,detecting,,,extrasolar worlds,,,,2005-06-14,day,dct_fallback,0.25,2005-06-14,2005-06-14,False,0.6,Astronomers are continuing to advance the science of detecting extrasolar worlds.
wn-0055:14:396,wn-0055,14,discovery,Found,Astronomers,,,,,,2005-06-14,day,dct_fallback,0.25,2005-06-14,2005-06-14,False,0.55,* NSF Press Release: Astronomers Announce the Most Earth-Like Planet Yet Found Outside the Solar System
wn-0056:0:15,wn-0056,0,failure,lost,,,,,,,2005-06-23,day,dct_fallback,0.25,2005-06-23,2005-06-23,False,0.55,"The Planetary Society have stated that their experimental solar sail craft Cosmos 1 is probably lost, but intermittent signals have given them some hope the mission has made orbit."
wn-0056:1:37,wn-0056,1,launch,launched,,,The 100kg vehicle,,,83 seconds,PT83S,duration,duration,0.8,,2005-06-23,False,0.65,"The 100kg vehicle was launched atop a converted ICBM from a Russian nuclear submarine, however it is believed the first stage of the Volna booster rocket failed 83 seconds into the flight."
wn-0056:1:60,wn-0056,1,failure,failed,,,the first stage,,,83 seconds,PT83S,duration,duration,0.8,,2005-06-23,False,0.65,"The 100kg vehicle was launched atop a converted ICBM from a Russian nuclear submarine, however it is believed the first stage of the Volna booster rocket failed 83 seconds into the flight."
wn-0056:4:141,wn-0056,4,discovery,find,an effort,,the spacecraft,,,,2005-06-23,day,dct_fallback,0.25,2005-06-23,2005-06-23,False,0.6,"The Planetary Society are being assisted by the US Strategic Command in an effort to find the spacecraft, if it did make orbit."
wn-0057:3:112,wn-0057,3,discovery,observe,order,,,,,,2005-07-04,day,dct_fallback,0.25,2005-07-04,2005-07-04,False,0.55,"The experiment, intending to provide more information about the make up of comets, consisted of a 370&amp;nbsp;kg projectile being fired at the comet in order to observe and analyse the resultant impact."
wn-0057:6:186,wn-0057,6,flyby,fly by,,,merely fly-by missions,,,,2005-07-04,day,dct_fallback,0.25,2005-07-04,2005-07-04,False,0.6,"Previous space missions to comets, such as Giotto and Stardust, were merely fly-by missions, only able to photograph and examine the surfaces of cometary nuclei."
wn-0057:8:235,wn-0057,8,launch,launch,,,its,,,"January 12, 2005",2005-01-12,day,month_day_year,0.97,2005-01-12,2005-07-04,False,0.6,"Following its launch on January 12, 2005, the Deep Impact spacecraft took 174 days to reach Comet Tempel 1 at a cruising speed of 103,000 kilometers per hour (64,000 miles per hour)."
wn-0057:9:295,wn-0057,9,flyby,flyby,,,,,,"July 3, 2005",2005-07-03,day,month_day_year,0.97,2005-07-03,2005-07-04,False,0.55,"Once the spacecraft reached the vicinity of the comet on July 3, 2005, it separated into two portions, an impactor and a flyby probe."
wn-0057:12:415,wn-0057,12,discovery,spotted,,,the crater,,,,2005-07-04,day,dct_fallback,0.25,2005-07-04,2005-07-04,True,0.6,"Scientists believe that the energy of this high-velocity collision will be sufficient to excavate a crater up to 100 meters wide (larger than the bowl of the Roman Colosseum), although the crater has not yet been spotted in post-impact images because the cloud of debris is obscuring the view."
wn-0057:13:439,wn-0057,13,flyby,flyby,,,,,,,2005-07-04,day,dct_fallback,0.25,2005-07-04,2005-07-04,False,0.5,"Just minutes after the impact, the flyby probe passed by the nucleus at a close distance of 500 km, taking pictures of the crater position, the ejecta plume, and the entire cometary nucleus."
wn-0057:15:503,wn-0057,15,discovery,observed,cameras,,the impact,,,,2005-07-04,day,dct_fallback,0.25,2005-07-04,2005-07-04,False,0.6,"In addition, the impact was observed by cameras and spectroscopes on board Europe's Rosetta spacecraft, which was about 80 million km from the comet at the time of impact."
wn-0058:1:86,wn-0058,1,failure,explosion,,,,,,daily,P1D,set,set,0.85,,2005-07-04,False,0.55,"""It is obvious that elements of the comet's orbit, and correspondingly the ephemeris, will change after the explosion, which interferes with my astrology work and distorts my horoscope,"" Bai was quoted in the daily newspaper, Izvestia."
wn-0058:3:143,wn-0058,3,failure,crashed,NASA,ORG:NASA,a probe,,,July 4,2005-07-04,day,month_day,0.85,2005-07-04,2005-07-04,False,0.75,"On July 4, NASA successfully crashed a probe into the Tempel 1 comet in hopes the debris kicked up in the resulting explosion could shed light in the building blocks of the early solar system."
wn-0058:3:160,wn-0058,3,failure,explosion,,,,,,July 4,2005-07-04,day,month_day,0.85,2005-07-04,2005-07-04,False,0.55,"On July 4, NASA successfully crashed a probe into the Tempel 1 comet in hopes the debris kicked up in the resulting explosion could shed light in the building blocks of the early solar system."
wn-0059:0:8,wn-0059,0,launch,launch,,,shuttle Discovery,SPACECRAFT:shuttle Discovery,,,2005-07-13,day,dct_fallback,0.25,2005-07-13,2005-07-13,False,0.7,The U.S. space agency NASA called off the launch of Space shuttle Discovery today after a problem with a fuel sensor in the external tank used to detect fuel exhaustion.
wn-0059:0:27,wn-0059,0,discovery,detect,,,fuel exhaustion,,,,2005-07-13,day,dct_fallback,0.25,2005-07-13,2005-07-13,False,0.6,The U.S. space agency NASA called off the launch of Space shuttle Discovery today after a problem with a fuel sensor in the external tank used to detect fuel exhaustion.
wn-0059:2:52,wn-0059,2,launch,launch,,,,,,,2005-07-13,day,dct_fallback,0.25,2005-07-13,2005-07-13,False,0.5,The launch was already facing the threat of a scrub due to thunderstorms in the area.
wn-0059:2:60,wn-0059,2,delay,scrub,,,,,,,2005-07-13,day,dct_fallback,0.25,2005-07-13,2005-07-13,False,0.5,The launch was already facing the threat of a scrub due to thunderstorms in the area.
wn-0059:3:82,wn-0059,3,launch,launch,,,,,,,2005-07-13,day,dct_fallback,0.25,2005-07-13,2005-07-13,False,0.5,The sensor is one of four used to trigger the engine cutout after launch.
wn-0059:5:114,wn-0059,5,failure,fail,,,,,,,2005-07-13,day,dct_fallback,0.25,2005-07-13,2005-07-13,False,0.55,"Should more of the sensors fail, the engine might burn out due to lack of fuel, a situation that has not been tested."
wn-0059:6:139,wn-0059,6,discovery,detected,,,The problem,,,,2005-07-13,day,dct_fallback,0.25,2005-07-13,2005-07-13,False,0.6,The problem was detected during a simulation of an empty tank.
wn-0059:7:172,wn-0059,7,failure,faulty,,,the faulty sensor,,,,2005-07-13,day,dct_fallback,0.25,2005-07-13,2005-07-13,False,0.55,"When placed in a mode simulating an empty tank, three of the sensors correctly registered that the tank was empty, while the faulty sensor stayed in the ""full"" state."
wn-0059:12:258,wn-0059,12,launch,launch,,,,,,February 2003,2003-02,month,month_year,0.95,2003-02-01,2005-07-13,False,0.55,"The launch, which was scheduled for 3:51 ET (20:51 UTC), would have been the first launch of a shuttle since Columbia's February 2003 crash which killed all crew members aboard."
wn-0059:12:276,wn-0059,12,launch,launch,,,a shuttle,,,February 2003,2003-02,month,month_year,0.95,2003-02-01,2005-07-13,False,0.6,"The launch, which was scheduled for 3:51 ET (20:51 UTC), would have been the first launch of a shuttle since Columbia's February 2003 crash which killed all crew members aboard."
wn-0059:12:285,wn-0059,12,failure,crash,Columbia,ORG:Columbia,,,,February 2003,2003-02,month,month_year,0.95,2003-02-01,2005-07-13,False,0.65,"The launch, which was scheduled for 3:51 ET (20:51 UTC), would have been the first launch of a shuttle since Columbia's February 2003 crash which killed all crew members aboard."
wn-0059:14:324,wn-0059,14,launch,launch,,,,,,,2005-07-13,day,dct_fallback,0.25,2005-07-13,2005-07-13,False,0.5,"It is also unknown at the moment whether the issue will be fixed on the launch pad, or in the Vehicle Assembly Building - in which it takes close to a full day's time to transport a shuttle between the two areas."
wn-0059:15:372,wn-0059,15,delay,delays,,,,,,,2005-07-13,day,dct_fallback,0.25,2005-07-13,2005-07-13,False,0.5,"In the interim, the crew of the shuttle will stay at KSC unless there are further delays, in which case the crew might be transported back to JSC in Houston for refresher training."
wn-0060:0:20,wn-0060,0,failure,accident,,,,,,later today,2005-07-13,day,day_word,0.9,2005-07-13,2005-07-13,False,0.55,The 'Return to Flight' mission for the Space Shuttle Discovery is to go ahead later today despite an accident on the launch pad yesterday.
wn-0060:0:23,wn-0060,0,launch,launch,,,,,,yesterday,2005-07-12,day,day_word,0.9,2005-07-12,2005-07-13,False,0.55,The 'Return to Flight' mission for the Space Shuttle Discovery is to go ahead later today despite an accident on the launch pad yesterday.
wn-0060:4:114,wn-0060,4,delay,delay,,,,,,less than an hour,PT1H,duration,duration,0.8,,2005-07-13,False,0.55,"A replacement panel was fitted in less than an hour, with the only effect being a delay in rolling back the pad's Rotating Service Structure."
wn-0060:5:139,wn-0060,5,launch,launch,,,,,,today,2005-07-13,day,day_word,0.9,2005-07-13,2005-07-13,False,0.55,"This has been the only issue in the build up to today's launch, the first Shuttle flight since the Columbia Orbiter broke up during re-entry in February 2003."
wn-0060:5:149,wn-0060,5,failure,broke up,,,Columbia Orbiter,SPACECRAFT:Columbia Orbiter,,February 2003,2003-02,month,month_year,0.95,2003-02-01,2005-07-13,False,0.8,"This has been the only issue in the build up to today's launch, the first Shuttle flight since the Columbia Orbiter broke up during re-entry in February 2003."
wn-0060:6:162,wn-0060,6,failure,lost,,,All crew,,,,2005-07-13,day,dct_fallback,0.25,2005-07-13,2005-07-13,False,0.6,"All crew were lost in that incident, which has been blamed on damage to a wing thermal protection system panel, caused by a block of fuel tank insulation that became detached and hit the Orbiter during the first moments of flight."
wn-0060:7:208,wn-0060,7,launch,take off,,,,,,3.51pm EDT,,vague,no_pattern,0.1,,2005-07-13,False,0.6,Discovery is due to take off at 3.51pm EDT today.
wn-0060:8:222,wn-0060,8,delay,delay,,,,,,,2005-07-13,day,dct_fallback,0.25,2005-07-13,2005-07-13,False,0.5,The chance of a weather-related delay to the launch has increased to 40% - due to the possibility of thunderstorms in the area.
wn-0060:8:225,wn-0060,8,launch,launch,,,,,,,2005-07-13,day,dct_fallback,0.25,2005-07-13,2005-07-13,False,0.5,The chance of a weather-related delay to the launch has increased to 40% - due to the possibility of thunderstorms in the area.
wn-0061:0:9,wn-0061,0,launch,launch,,,Discovery,PRODUCT:Discovery,,Friday,2005-07-15,day,relative_weekday,0.7,2005-07-15,2005-07-16,False,0.75,NASA engineers announced on Friday that the Discovery's launch is being put on hold indefinitely.
wn-0061:2:61,wn-0061,2,launch,launch,,,,,,four days,P4D,duration,duration,0.8,,2005-07-16,False,0.55,"""As soon as we fix the problem, we will be four days from launch."
wn-0061:6:78,wn-0061,6,launch,Launch,,,,,,the end of the month,,vague,no_pattern,0.1,,2005-07-16,False,0.55,"Launch controllers are still optimistic about a launch in the current window of opportunity, which lasts until the end of the month."
wn-0061:6:85,wn-0061,6,launch,launch,,,,,,the end of the month,,vague,no_pattern,0.1,,2005-07-16,False,0.55,"Launch controllers are still optimistic about a launch in the current window of opportunity, which lasts until the end of the month."
wn-0062:0:25,wn-0062,0,launch,launch,,,Space Shuttle Discovery,SPACECRAFT:Space Shuttle Discovery,,,2005-07-25,day,dct_fallback,0.25,2005-07-25,2005-07-25,False,0.75,With the problem with the fuel gauge still unexplained NASA has announced that in may bend some of its long-standing safety rules to launch the Space Shuttle Discovery on time.
wn-0062:1:38,wn-0062,1,launch,launch,NASA managers,,,,,Tuesday,2005-07-19,day,relative_weekday,0.7,2005-07-19,2005-07-25,False,0.6,"NASA managers have decided to launch with just three of the four fuel gauges working if the problem reappears Tuesday, however this would mean disregarding the rule created in 1986 after the Challenger explosion."
wn-0062:1:67,wn-0062,1,failure,explosion,,,Challenger,ORG:Challenger,,1986,1986,year,year,0.9,1986-01-01,2005-07-25,False,0.75,"NASA managers have decided to launch with just three of the four fuel gauges working if the problem reappears Tuesday, however this would mean disregarding the rule created in 1986 after the Challenger explosion."
wn-0062:7:177,wn-0062,7,launch,launch,,,,,,two and a half years ago,,vague,no_pattern,0.1,,2005-07-25,False,0.55,This will be the first launch since the Space Shuttle Columbia disaster two and a half years ago.
wn-0062:7:183,wn-0062,7,failure,disaster,,,Space Shuttle Columbia,SPACECRAFT:Space Shuttle Columbia,,two and a half years ago,,vague,no_pattern,0.1,,2005-07-25,False,0.75,This will be the first launch since the Space Shuttle Columbia disaster two and a half years ago.
wn-0063:0:22,wn-0063,0,launch,launch,,,,,,2 weeks,P2W,duration,duration,0.8,,2005-07-26,True,0.55,"The NASA Space Shuttle Discovery roared into the Florida sky at 10:39AM ET (14:39 UTC), 2 weeks after the launch was scrubbed due to a faulty sensor."
wn-0063:0:24,wn-0063,0,delay,scrubbed,,,the launch,,,2 weeks,P2W,duration,duration,0.8,,2005-07-26,False,0.65,"The NASA Space Shuttle Discovery roared into the Florida sky at 10:39AM ET (14:39 UTC), 2 weeks after the launch was scrubbed due to a faulty sensor."
wn-0063:0:28,wn-0063,0,failure,faulty,,,a faulty sensor,,,2 weeks,P2W,duration,duration,0.8,,2005-07-26,False,0.6,"The NASA Space Shuttle Discovery roared into the Florida sky at 10:39AM ET (14:39 UTC), 2 weeks after the launch was scrubbed due to a faulty sensor."
wn-0063:1:32,wn-0063,1,launch,launch,,,,,,"August 7, 2005",2005-08-07,day,month_day_year,0.97,2005-08-07,2005-07-26,False,0.55,"The launch was the start of the STS-114 mission, which is planned to be completed on August 7, 2005."
wn-0064:0:9,wn-0064,0,launch,launched,,,which,,,,2005-07-27,day,dct_fallback,0.25,2005-07-27,2005-07-27,False,0.6,The crew of the Space shuttle Discovery&amp;nbsp;&amp;ndash; which launched successfully yesterday&amp;nbsp;&amp;ndash; have begun to make inspections of the exterior of the Orbiter.
wn-0064:1:44,wn-0064,1,failure,destroyed,,,Columbia,ORG:Columbia,,,2005-07-27,day,dct_fallback,0.25,2005-07-27,2005-07-27,False,0.75,"They are checking for any damage that may have occurred during take-off&amp;nbsp;&amp;ndash; the Columbia was destroyed after a piece of foam falling from the external fuel tank split open a wing, allowing super-heated gas to enter the craft upon reentry, leading to its break-up."
wn-0064:1:71,wn-0064,1,landing,reentry,,,,,,,2005-07-27,day,dct_fallback,0.25,2005-07-27,2005-07-27,False,0.5,"They are checking for any damage that may have occurred during take-off&amp;nbsp;&amp;ndash; the Columbia was destroyed after a piece of foam falling from the external fuel tank split open a wing, allowing super-heated gas to enter the craft upon reentry, leading to its break-up."
wn-0064:4:180,wn-0064,4,landing,landing,,,,,,,2005-07-27,day,dct_fallback,0.25,2005-07-27,2005-07-27,False,0.5,"NASA engineers are studying footage taken from a camera mounted on the external fuel tank, which appears to show a 1.5"" (3.8&amp;nbsp;cm) piece of tile falling away from on or near the nose landing-gear doors."
wn-0065:1:17,wn-0065,1,discovery,findings,,,,,,several days,,vague,no_pattern,0.1,,2005-07-28,False,0.55,"Final findings will not be available for several days as a team of 200 experts study all video and stills footage taken of the shuttle during launch, and on approach to the International Space Station (ISS), with which Discovery docked earlier today."
wn-0065:1:42,wn-0065,1,launch,launch,,,,,,several days,,vague,no_pattern,0.1,,2005-07-28,False,0.55,"Final findings will not be available for several days as a team of 200 experts study all video and stills footage taken of the shuttle during launch, and on approach to the International Space Station (ISS), with which Discovery docked earlier today."
wn-0065:1:59,wn-0065,1,docking,docked,Discovery,PRODUCT:Discovery,which,,,earlier today,2005-07-28,day,day_word,0.9,2005-07-28,2005-07-28,False,0.75,"Final findings will not be available for several days as a team of 200 experts study all video and stills footage taken of the shuttle during launch, and on approach to the International Space Station (ISS), with which Discovery docked earlier today."
wn-0065:2:86,wn-0065,2,launch,launch,,,,,,,2005-07-28,day,dct_fallback,0.25,2005-07-28,2005-07-28,False,0.5,"Images from new cameras have revealed that a section of foam weighing some 250&amp;nbsp;g fell away from the external fuel tank during launch, but did not strike the Orbiter."
wn-0065:3:107,wn-0065,3,launch,launches,,,,,,,2005-07-28,day,dct_fallback,0.25,2005-07-28,2005-07-28,False,0.55,"However, NASA has announced the grounding of all further planned Shuttle launches until they have a firm understanding of why the foam comes away, and what to do about it."
wn-0065:4:149,wn-0065,4,failure,loss,,,the craft,,,January 2003,2003-01,month,month_year,0.95,2003-01-01,2005-07-28,False,0.6,A piece of foam striking the Columbia's wing during take-off in January 2003 was responsible for the loss of the craft as it made its reentry to Earth's atmosphere.
wn-0065:4:157,wn-0065,4,landing,reentry,,,its,,,January 2003,2003-01,month,month_year,0.95,2003-01-01,2005-07-28,False,0.6,A piece of foam striking the Columbia's wing during take-off in January 2003 was responsible for the loss of the craft as it made its reentry to Earth's atmosphere.
wn-0066:1:33,wn-0066,1,discovery,found,they,,a chunk,,,,2005-07-30,day,dct_fallback,0.25,2005-07-30,2005-07-30,False,0.6,"Astronomers from the Palomar Observatory near San Diego, California said they found a chunk of ice and rock in the solar system larger than Pluto."
wn-0066:5:121,wn-0066,5,discovery,found,,,Solar system bodies,,,,2005-07-30,day,dct_fallback,0.25,2005-07-30,2005-07-30,False,0.6,"Solar system bodies found beyond the orbit of Neptune are called ""trans-Neptunian objects""."
wn-0066:7:157,wn-0066,7,discovery,discoveries,,,,,,2004,2004,year,year,0.9,2004-01-01,2005-07-30,False,0.55,"Up until now all other planet-like discoveries beyond Neptune, including Sedna, found by the same Palomar team in 2004, are called Kuiper Belt objects, or minor planets."
wn-0066:7:164,wn-0066,7,discovery,found,the same Palomar team,,all other planet-like discoveries,,,2004,2004,year,year,0.9,2004-01-01,2005-07-30,False,0.65,"Up until now all other planet-like discoveries beyond Neptune, including Sedna, found by the same Palomar team in 2004, are called Kuiper Belt objects, or minor planets."
wn-0066:9:219,wn-0066,9,discovery,found,they,,a range,,,2003,2003,year,year,0.9,2003-01-01,2005-07-30,False,0.65,"Using mathematical formulas, they found a range of sizes for 2003 UB313, with an estimated average showing the approximate diameter of the new body to be about 2,600 kilometers."
wn-0066:16:442,wn-0066,16,discovery,found,Pluto,CELESTIAL:Pluto,,,,,2005-07-30,day,dct_fallback,0.25,2005-07-30,2005-07-30,False,0.65,"""We are 100 percent confident that this is the first object bigger than Pluto ever found in the outer solar system,"" Brown added."
wn-0066:18:485,wn-0066,18,discovery,discovery,,,,,,,2005-07-30,day,dct_fallback,0.25,2005-07-30,2005-07-30,False,0.5,"That's why it eluded discovery: nobody was looking there until now, Brown said."
wn-0066:22:590,wn-0066,22,discovery,identify,,,,,,,2005-07-30,day,dct_fallback,0.25,2005-07-30,2005-07-30,False,0.55,"The brightness of this object is just barely fainter than the telescopes from earlier sky surveys were able to identify, so new advances in the making of telescopes has also played a part in this discovery."
wn-0066:22:607,wn-0066,22,discovery,discovery,,,,,,,2005-07-30,day,dct_fallback,0.25,2005-07-30,2005-07-30,False,0.5,"The brightness of this object is just barely fainter than the telescopes from earlier sky surveys were able to identify, so new advances in the making of telescopes has also played a part in this discovery."
wn-0066:23:613,wn-0066,23,discovery,discovery,,,,,,2003,2003,year,year,0.9,2003-01-01,2005-07-30,False,0.55,"Now that the discovery data has been released, the scientists will turn over their work to the International Astronomical Union (IAU), which will review it, classify the object and approve a new name to replace the temporary 2003 UB313."
wn-0066:27:727,wn-0066,27,discovery,found,,,objects,,Kuiper Belt,2004,2004,year,year,0.9,2004-01-01,2005-07-30,False,0.65,"In the 2004 naming of Sedna, Brown noted objects found in the Kuiper Belt are usually named after deities of the Underworld."
wn-0066:28:754,wn-0066,28,discovery,discovery,,,,,,,2005-07-30,day,dct_fallback,0.25,2005-07-30,2005-07-30,False,0.5,The astronomers have been using a code name of sorts for the discovery.
wn-0066:35:898,wn-0066,35,discovery,discovery,,,2003 UB313,,,2003,2003,year,year,0.9,2003-01-01,2005-07-30,False,0.6,"But with the discovery of 2003 UB313 the ""planet or not"" debate may rekindle."
wn-0066:41:1022,wn-0066,41,discovery,discovery,,,,,Kuiper Belt,this past week,2005-07-23,week,relative_unit,0.85,2005-07-23,2005-07-30,False,0.55,"The new ""10th planet"" was not the only new discovery in the Kuiper Belt this past week."
wn-0066:42:1044,wn-0066,42,discovery,discovery,,,an object,,,2003,2003,year,year,0.9,2003-01-01,2005-07-30,False,0.6,José-Luis Ortiz at the Sierra Nevada Observatory in Spain announced the discovery of an object called 2003 EL61.
wn-0066:44:1080,wn-0066,44,discovery,discovery,,,2003 EL61,,,2003,2003,year,year,0.9,2003-01-01,2005-07-30,False,0.6,"Although some news media confused the discovery of 2003 EL61 with 2003 UB313, they are different objects."
wn-0066:46:1120,wn-0066,46,discovery,discovery,,,,,,2003,2003,year,year,0.9,2003-01-01,2005-07-30,False,0.55,"Although this second discovery may not be as large as 2003 UB313, scientists have confirmed that 2003 EL61 has its own moon."
wn-0067:0:7,wn-0067,0,delay,postponed,NASA,ORG:NASA,the landing,,,2005-07-30,2005-07-30,day,iso,0.98,2005-07-30,2005-08-08,False,0.75,"2005-07-30 NASA has postponed the landing of the Space Shuttle Discovery mission STS-114, planned for today."
wn-0067:0:9,wn-0067,0,landing,landing,,,the Space Shuttle Discovery mission STS-114,,,2005-07-30,2005-07-30,day,iso,0.98,2005-07-30,2005-08-08,True,0.6,"2005-07-30 NASA has postponed the landing of the Space Shuttle Discovery mission STS-114, planned for today."
wn-0067:1:25,wn-0067,1,delay,delayed,Officials,,the landing,,,today,2005-08-08,day,day_word,0.9,2005-08-08,2005-08-08,False,0.65,"Officials initially delayed the landing, but finally cancelled any attempts for today citing the reason as ""unstable, unacceptable cloud cover with the potential for showers in vicinity of landing site."
wn-0067:1:27,wn-0067,1,landing,landing,,,,,,today,2005-08-08,day,day_word,0.9,2005-08-08,2005-08-08,True,0.55,"Officials initially delayed the landing, but finally cancelled any attempts for today citing the reason as ""unstable, unacceptable cloud cover with the potential for showers in vicinity of landing site."
wn-0067:1:31,wn-0067,1,failure,cancelled,Officials,,any attempts,,,today,2005-08-08,day,day_word,0.9,2005-08-08,2005-08-08,False,0.65,"Officials initially delayed the landing, but finally cancelled any attempts for today citing the reason as ""unstable, unacceptable cloud cover with the potential for showers in vicinity of landing site."
wn-0067:1:54,wn-0067,1,landing,landing,,,,,,today,2005-08-08,day,day_word,0.9,2005-08-08,2005-08-08,False,0.55,"Officials initially delayed the landing, but finally cancelled any attempts for today citing the reason as ""unstable, unacceptable cloud cover with the potential for showers in vicinity of landing site."
wn-0067:3:59,wn-0067,3,landing,Landing,,,the space shuttle craft,,,,2005-08-08,day,dct_fallback,0.25,2005-08-08,2005-08-08,False,0.6,"Landing the space shuttle craft has been likened to landing a ""brick""."
wn-0067:3:68,wn-0067,3,landing,landing,,,"a ""brick",,,,2005-08-08,day,dct_fallback,0.25,2005-08-08,2005-08-08,False,0.6,"Landing the space shuttle craft has been likened to landing a ""brick""."
wn-0067:4:78,wn-0067,4,landing,landing,,,,,,,2005-08-08,day,dct_fallback,0.25,2005-08-08,2005-08-08,False,0.5,The approach to the landing field is at a steep pitch (nose up) and a high rate of descent.
wn-0067:4:94,wn-0067,4,landing,descent,,,,,,,2005-08-08,day,dct_fallback,0.25,2005-08-08,2005-08-08,False,0.5,The approach to the landing field is at a steep pitch (nose up) and a high rate of descent.
wn-0067:5:109,wn-0067,5,landing,landing,,,,,,,2005-08-08,day,dct_fallback,0.25,2005-08-08,2005-08-08,False,0.5,The shuttle is not very maneuverable and has one shot at the correct landing approach.
wn-0067:8:154,wn-0067,8,landing,landing,,,,,,Tuesday,2005-08-09,day,relative_weekday,0.7,2005-08-09,2005-08-08,False,0.55,"On Tuesday, there will be six landing opportunities: two each at Kennedy Space Center in Florida, Edwards Air Force Base in California, and White Sands Space Harbor in New Mexico."
wn-0067:9:186,wn-0067,9,landing,landing,,,,,,,2005-08-08,day,dct_fallback,0.25,2005-08-08,2005-08-08,False,0.5,"Shuttle managers prefer a landing at Kennedy, but will consider the alternate sites if bad weather in Florida rules out landing there."
wn-0067:9:203,wn-0067,9,landing,landing,,,bad weather,,,,2005-08-08,day,dct_fallback,0.25,2005-08-08,2005-08-08,False,0.6,"Shuttle managers prefer a landing at Kennedy, but will consider the alternate sites if bad weather in Florida rules out landing there."
wn-0067:10:213,wn-0067,10,landing,land,,,the shuttle,,,tomorrow,2005-08-09,day,day_word,0.9,2005-08-09,2005-08-08,False,0.65,"NASA administrators insist that the shuttle will land tomorrow at one of the three sites, rather than spending yet another day in orbit."
wn-0068:0:12,wn-0068,0,landing,landing,,,Orbiter Discovery,SPACECRAFT:Orbiter Discovery,Edwards Air Force Base,8:11:22 am EDT,2005-08-09T08:11,time,clock,0.8,2005-08-09T08:11,2005-08-09,False,0.8,"The US Space Shuttle Orbiter Discovery has returned to Earth safely, landing at Edwards Air Force Base, California, touching down on runway 22 at 8:11:22 am EDT (1211 GMT), and rolling to a stop."
wn-0068:0:21,wn-0068,0,landing,touching down,,,Orbiter Discovery,SPACECRAFT:Orbiter Discovery,,8:11:22 am EDT,2005-08-09T08:11,time,clock,0.8,2005-08-09T08:11,2005-08-09,False,0.8,"The US Space Shuttle Orbiter Discovery has returned to Earth safely, landing at Edwards Air Force Base, California, touching down on runway 22 at 8:11:22 am EDT (1211 GMT), and rolling to a stop."
wn-0069:2:74,wn-0069,2,failure,loss,,,bone,,,,2005-08-16,day,dct_fallback,0.25,2005-08-16,2005-08-16,False,0.55,"Being in space presents many health concerns &amp;ndash; both psychological and physiological difficulties, such as bone loss and radiation exposure."
wn-0069:6:209,wn-0069,6,failure,loss,,,,,,,2005-08-16,day,dct_fallback,0.25,2005-08-16,2005-08-16,False,0.5,"He also considers Krikalev's experience important for understanding ways to counter the physical side effects of space-travel, stating that ""I imagine he's gotten pretty good over time in adhering to a countermeasure programme to minimise bone mass loss""."
wn-0070:0:28,wn-0070,0,failure,exploded,,,the star,,,,2005-08-18,day,dct_fallback,0.25,2005-08-18,2005-08-18,False,0.6,"Recent images from the Chandra X-Ray Observatory reveal details of the nature of the star that became Supernova 1987A. In the time just before the star exploded, solar winds created a cavity in a cloud of cool gas that surrounded it."
wn-0070:1:46,wn-0070,1,failure,explosion,,,,,,,2005-08-18,day,dct_fallback,0.25,2005-08-18,2005-08-18,False,0.5,"The explosion first lit up the cooler gas with a burst of ultraviolet light, then created a shock wave that started travelling through this cavity."
